campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			0.03				1			1										100	0.3	100	1	0.03	1	1	0.03	1	0	0	2017-06-28	2017-06-28	00:06:54	0	0											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				2			2			2							4	0	4	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:35:23	0	0	0	1	1	2	1	1	1	1			80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			0.73	1	1	1	52			52	3			1	1	1	0.73	0.73	0.73	1660	0.439759	1558	49	0.014898	2.951807	49	0.014898	3.145058	0	0	2017-06-28	2017-06-28	00:35:29	1	1											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842606778540355	ID_MF_170603_1012_Interest_BNs_MB_Oi_Cim			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	01:05:51	0	0											100	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003673102262	"Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				2			2			2							6	0	6	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	01:05:52	0	0	0	1	1	2	1	1	1	1			80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			1.69	1	2	2	134			134	12			1	2	2	1.69	0.845	0.845	3640	0.464286	3286	122	0.013852	3.351648	119	0.014202	3.621424	0	0	2017-06-28	2017-06-28	01:05:58	7	7											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842606778540355	ID_MF_170603_1012_Interest_BNs_MB_Oi_Cim			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	01:35:38	0	0											100	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003673102262	"Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				4			4			4							15	0	15	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	01:35:38	0	0	0	2	1	3	2	1	1	1			80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			3.06	2	3	3	252			252	34			2	3	3	1.53	1.02	1.02	6676	0.458358	6055	218	0.014037	3.265428	210	0.014571	3.468208	0	2	2017-06-28	2017-06-28	01:35:50	17	16											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842606778540355	ID_MF_170603_1012_Interest_BNs_MB_Oi_Cim			0																	4	0	4	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	02:21:30	0	0											100	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003673102262	"Breaking news"
