campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				1			1			1							5	0	5	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	04:06:07	0	0											80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			0.36				36			36	5									848	0.424528	811	31	0.011613	3.65566	31	0.011613	3.822441	0	0	2017-06-29	2017-06-29	04:06:18	2	2											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842606778540355	ID_MF_170603_1012_Interest_BNs_MB_Oi_Cim			0																	4	0	4	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	04:35:54	0	0											100	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003673102262	"Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				1			1			1							14	0	14	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	04:35:55	0	0											80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			0.91				60			60	11									1872	0.486111	1713	49	0.018571	2.617521	49	0.018571	2.860479	0	0	2017-06-29	2017-06-29	04:36:02	3	3											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842606778540355	ID_MF_170603_1012_Interest_BNs_MB_Oi_Cim			0																	5	0	5	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	05:08:15	0	0											100	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003673102262	"Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				2			2			2							14	0	14	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	05:08:15	0	0											80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
23842559803430355	EliAds_UCNews_ID	23842560768820355	ID_M_Aud_Oi_Cim_170222_2240_AB_EliAds			1.35				81			81	12									2990	0.451505	2675	69	0.019565	2.307692	68	0.019853	2.542056	0	0	2017-06-29	2017-06-29	05:08:24	4	4											0	IMPRESSIONS	APP_INSTALLS	7500	13	55	1			6003342288787;6003382313337;6003673102262	"Online newspaper;Local news;Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842606778540355	ID_MF_170603_1012_Interest_BNs_MB_Oi_Cim			0																	12	0	12	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	05:56:45	0	0											100	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003673102262	"Breaking news"
23842605475190355	EliAds_UCNews_ID_3	23842605619310355	ID_MF_170602_1053_Interest_MB_Oi_Cim			0				8			8			8							30	0	30	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	05:56:47	0	0	0	5	5	5	5	5	5	5			80	IMPRESSIONS	APP_INSTALLS	2000	13	50				6003382313337;6003673102262	"Local news;Breaking news"
