campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842591179420762	EliAds_fb_M_ID_TG_bf					2181.25	2848	4752	4752	433226	118	271	433090	32827		386000	2840	2819	2819	0.765888	0.459017	0.459017	2843279	0.76716	2608991	13860	0.157377	0.487465	13280	0.164251	0.509009	4124	3560	2017-06-29	2017-06-29	00:29:26	559484	540534	0.013572	160711	126474	439513	278051	210561	134712	115169		
23842589465590762	EliAds_fb_FM_ID_bf					6165.43	9277	15613	15613	1279454	279	455	1278881	107750		1130164	9160	9112	9112	0.664593	0.394891	0.394891	8228975	0.749234	6721275	40125	0.153656	0.487606	36992	0.166669	0.550372	13356	10787	2017-06-29	2017-06-29	00:29:27	1866520	1684081	0.013017	473662	381498	1300001	824822	622983	405130	347076		
23842585474840762	EliAds_fb_FM_BR_bf					343.05	2377	5441	5398	91391	113	52	91236	917		84348	2377	2381	2381	0.144321	0.063049	0.063551	377785	0.908056	362678	5806	0.059085	1.536853	5718	0.059995	1.576605	4960	3950	2017-06-29	2017-06-29	00:29:28	18070	16606	0.008081	42451	24829	69513	47186	34148	26115	20977		
23842583502800762	EliAds_fb_FM_RU					2.49	2	6	6	452			452	11		433	2	5	5	1.245	0.415	0.415	1876	1.327292	1763	8	0.31125	0.426439	8	0.31125	0.453772	0	0	2017-06-29	2017-06-29	00:29:28	16	16	0.013105	190	82	369	213	136	96	68		
23842591179420762	EliAds_fb_M_ID_TG_bf					2252.55	2949	4916	4916	449361	125	280	449218	34160		400372	2940	2917	2917	0.763835	0.458208	0.458208	2938666	0.766521	2688055	14267	0.157885	0.485492	13648	0.165046	0.507728	4216	3647	2017-06-29	2017-06-29	00:58:43	577747	554435	0.013504	166809	130549	454234	287030	217347	139185	118793		
23842589465590762	EliAds_fb_FM_ID_bf					6264.54	9434	15880	15880	1301490	285	465	1300906	109380		1149927	9280	9236	9236	0.664039	0.394492	0.394492	8363691	0.749016	6797616	40738	0.153776	0.487082	37664	0.166327	0.554077	13549	10940	2017-06-29	2017-06-29	00:58:44	1895899	1708670	0.01302	481164	386912	1320596	837092	631973	410951	351905		
23842585474840762	EliAds_fb_FM_BR_bf					359.95	2522	5751	5705	95563	123	54	95400	979		88164	2521	2518	2518	0.142724	0.062589	0.063094	394734	0.91188	379139	6080	0.059202	1.540278	6000	0.059992	1.582533	5193	4142	2017-06-29	2017-06-29	00:58:44	18803	17462	0.008097	44457	26040	72730	49388	35774	27396	22019		
23842583502800762	EliAds_fb_FM_RU					2.56	2	6	6	458			458	11		439	2	5	5	1.28	0.426667	0.426667	1911	1.339613	1793	8	0.32	0.418629	8	0.32	0.44618	0	0	2017-06-29	2017-06-29	00:58:45	16	16	0.013128	195	84	375	217	139	99	70		
23842591179420762	EliAds_fb_M_ID_TG_bf					2319.19	3028	5046	5046	462832	132	292	462683	35362		412265	2926	2995	2995	0.765915	0.45961	0.45961	3022793	0.767234	2767510	14618	0.158653	0.483592	14056	0.164996	0.507893	4314	3732	2017-06-29	2017-06-29	01:28:46	594648	571527	0.013504	171738	133824	466533	294449	222897	142762	121742		
23842589465590762	EliAds_fb_FM_ID_bf					6361.78	9588	16127	16127	1319511	294	471	1318921	111011		1165774	9440	9388	9388	0.663515	0.39448	0.39448	8487368	0.749559	6884714	41258	0.154195	0.486111	38000	0.167415	0.551947	13723	11096	2017-06-29	2017-06-29	01:28:46	1926034	1733324	0.013053	487374	391303	1337088	847107	639319	415711	355796		
