campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842591179420762	EliAds_fb_M_ID_TG_bf					3246.96	4111	7175	7175	509194	244	284	508905	21118		469953	4082	4046	4046	0.789822	0.452538	0.452538	3672672	0.884087	3226058	17293	0.187762	0.470856	16576	0.195883	0.513816	8572	6907	2017-06-27	2017-06-27	00:28:54	575269	534694	0.016018	202703	141760	463633	289234	216308	151765	127658		
23842589465590762	EliAds_fb_FM_ID_bf					8432.01	13122	21955	21952	1745503	493	726	1744637	168057		1521272	13192	13104	13104	0.642586	0.384059	0.384111	11280292	0.747499	9103221	54005	0.156134	0.478755	51744	0.162956	0.568414	19637	16413	2017-06-27	2017-06-27	00:28:54	2558407	2306692	0.012315	684716	454623	1502311	951507	723937	488758	407698		
23842585474840762	EliAds_fb_FM_BR_bf					403.28	3029	6863	6805	121018	149	65	120805	1257		112116	3034	3030	3030	0.13314	0.058761	0.059262	486353	0.829192	477059	7218	0.055871	1.484107	7152	0.056387	1.499186	6057	4734	2017-06-27	2017-06-27	00:28:55	18647	18647	0.007452	54120	30502	88934	58576	41441	31831	26546		
23842583502800762	EliAds_fb_FM_RU					13.06	6	9	9	2034			2034	45		1960	6	8	8	2.176667	1.451111	1.451111	8483	1.53955	8314	29	0.450345	0.34186	29	0.450345	0.348809	2	2	2017-06-27	2017-06-27	00:28:55	26	18	0.019758	661	391	1878	1181	788	440	326		
23842591179420762	EliAds_fb_M_ID_TG_bf					3312	4186	7300	7300	519454	248	293	519162	21569		479474	4144	4110	4110	0.791209	0.453699	0.453699	3754171	0.882219	3299654	17565	0.188557	0.46788	16824	0.196862	0.509872	8714	7013	2017-06-27	2017-06-27	01:00:00	588264	547298	0.01604	206481	144331	473000	294757	220349	154546	129987		
23842589465590762	EliAds_fb_FM_ID_bf					8590.44	13369	22365	22362	1781308	503	741	1780423	171500		1552687	13440	13352	13352	0.642564	0.384102	0.384153	11504184	0.746723	9249336	54906	0.156457	0.47727	52896	0.162402	0.57189	19950	16668	2017-06-27	2017-06-27	01:00:01	2610396	2322404	0.012338	696238	462004	1530835	967725	735865	496700	414241		
23842585474840762	EliAds_fb_FM_BR_bf					421.78	3211	7294	7228	126165	155	69	125945	1315		116855	3208	3204	3204	0.131355	0.057826	0.058354	507905	0.830431	494646	7551	0.055858	1.486695	7504	0.056207	1.517045	6363	4983	2017-06-27	2017-06-27	01:00:02	19521	19521	0.007442	56678	32113	92803	61364	43510	33497	27949		
23842583502800762	EliAds_fb_FM_RU					13.35	7	10	10	2082			2082	46		2005	7	9	9	1.907143	1.335	1.335	8682	1.537664	8505	31	0.430645	0.357061	31	0.430645	0.364491	2	2	2017-06-27	2017-06-27	01:00:02	26	18	0.019632	680	399	1920	1206	801	448	333		
23842591179420762	EliAds_fb_M_ID_TG_bf					3364.61	4244	7403	7403	529154	253	299	528858	21992		488479	4204	4170	4170	0.792792	0.454493	0.454493	3818095	0.881227	3344666	17822	0.18879	0.466777	17104	0.196715	0.511381	8817	7094	2017-06-27	2017-06-27	01:28:44	599298	558445	0.01603	209898	146646	481882	299966	224017	157048	132063		
23842589465590762	EliAds_fb_FM_ID_bf					8712.02	13590	22728	22725	1805237	509	754	1804336	173847		1573523	13664	13552	13552	0.641061	0.383317	0.383367	11668675	0.746616	9341504	55617	0.156643	0.476635	53536	0.162732	0.573098	20179	16863	2017-06-27	2017-06-27	01:28:45	2653282	2364834	0.012349	705493	467883	1553544	981670	745868	503111	419597		
23842585474840762	EliAds_fb_FM_BR_bf					438.13	3411	7733	7660	132127	165	72	131902	1383		122365	3426	3416	3416	0.128446	0.056657	0.057197	526599	0.831999	509152	7917	0.05534	1.503421	7888	0.055544	1.549243	6617	5174	2017-06-27	2017-06-27	01:28:45	20280	20280	0.007382	59355	33634	97149	64201	45589	35097	29276		
23842583502800762	EliAds_fb_FM_RU					13.64	7	10	10	2140			2140	48		2059	7	9	9	1.948571	1.364	1.364	8871	1.537594	8686	33	0.413333	0.371999	33	0.413333	0.379922	2	2	2017-06-27	2017-06-27	01:28:45	26	18	0.01957	697	408	1964	1235	816	458	339		
23842591179420762	EliAds_fb_M_ID_TG_bf					3406.16	4283	7459	7459	535061	257	303	534763	22272		493940	4234	4198	4198	0.795274	0.456651	0.456651	3868209	0.880552	3382272	17978	0.189463	0.464763	17216	0.197849	0.509007	8885	7148	2017-06-27	2017-06-27	01:58:46	608219	568993	0.016056	212142	148126	487245	303231	226401	158630	133409		
23842589465590762	EliAds_fb_FM_ID_bf					8819.47	13723	22962	22959	1823505	512	760	1822596	175761		1589362	13824	13728	13728	0.642678	0.38409	0.38414	11808276	0.746889	9415125	56115	0.157168	0.475218	54080	0.163082	0.574395	20353	17013	2017-06-27	2017-06-27	01:58:47	2689958	2384648	0.012386	712061	472072	1569096	990985	752850	507635	423333		
