campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	creative_id	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name	relevance_score
23842577135540240	EliAds_ID_0604_M	23842584430750240	ID_MF_170628_2051_AB_Oi_CIM_redmi4	23842584430770240	0628_image10	0.02																	12	1.666667	11	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:05	5	5											23842584432440240	0	IMPRESSIONS	APP_INSTALLS	3000	13	50						
23842577135540240	EliAds_ID_0604_M	23842584436570240	ID_M_170628_2006_MB_Oi_CI_35_65_ASUS_speed	23842584436590240	0628_NImage1	0																	8	0	8	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:06	0	0											23842584437470240	50	APP_INSTALLS	APP_INSTALLS	150000	35	65	1					
23842577135540240	EliAds_ID_0604_M	23842584432640240	ID_M_170628_2055_AB_Oi_CIM_redmi4A	23842584432670240	0628_image10	0.83	1	2	2	18		1	18	11			1	1	1	0.83	0.415	0.415	1082	0.767098	1065	6	0.138333	0.554529	6	0.138333	0.56338	1	5	2017-06-29	2017-06-29	00:31:08	674	666											23842584434010240	0	IMPRESSIONS	APP_INSTALLS	3000	13	50	1					6
23842577135540240	EliAds_ID_0604_M	23842584432640240	ID_M_170628_2055_AB_Oi_CIM_redmi4A	23842584432660240	0628_NImage1	0.03				2			2	2									41	0.731707	41	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:08	33	33											23842584433840240	0	IMPRESSIONS	APP_INSTALLS	3000	13	50	1					
23842577135540240	EliAds_ID_0604_M	23842584432640240	ID_M_170628_2055_AB_Oi_CIM_redmi4A	23842584432650240	0628_image_street	0.04				1			1	1									23	1.73913	23	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:26	10	10											23842584433690240	0	IMPRESSIONS	APP_INSTALLS	3000	13	50	1					
23842577135540240	EliAds_ID_0604_M	23842584430750240	ID_MF_170628_2051_AB_Oi_CIM_redmi4	23842584430760240	0628_NImage1	0.04				1			1	1									105	0.380952	101	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:27	44	44											23842584432270240	0	IMPRESSIONS	APP_INSTALLS	3000	13	50						
23842577135540240	EliAds_ID_0604_M	23842584430750240	ID_MF_170628_2051_AB_Oi_CIM_redmi4	23842584430740240	0628_image_street	0.41				4			4	4									666	0.615616	656	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:28	333	328											23842584432080240	0	IMPRESSIONS	APP_INSTALLS	3000	13	50						4
23842572361070240	EliAds_ID_0524_M	23842573354930240	ID_MF_170526_1815_Ll10YNMF1_YP_AB_Oi_CIM	23842573354940240	"0524_Image10 - Copy"	2.18	3	6	6	76			76	52			3	3	3	0.726667	0.363333	0.363333	6229	0.349976	6229	24	0.090833	0.385295	24	0.090833	0.385295	15	13	2017-06-29	2017-06-29	00:31:29	3962	3950											23842584429760240	0	IMPRESSIONS	APP_INSTALLS	3500	18	30		23842572568200240;23842572568220240	"Lookalike (ID, 5%) - YNMF1;Lookalike (ID, 5% to 10%) - YNMF1"			8
23842577135540240	EliAds_ID_0604_M	23842584422910240	ID_MF_170628_2006_MB_Oi_CI_30_65_VIVO_speed	23842584422900240	0628_image_street	0																	2	0	2	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:30	2	2											23842584429040240	52	APP_INSTALLS	APP_INSTALLS	100000	30	65						
23842577135540240	EliAds_ID_0604_M	23842584426380240	ID_MF_170628_2028_AB_Oi_CIM_HTC	23842584426390240	0628_NImage1	0.15				2			2										212	0.707547	194	2	0.075	0.943396	2	0.075	1.030928	1	1	2017-06-29	2017-06-29	00:31:31	56	54											23842584428540240	0	IMPRESSIONS	APP_INSTALLS	5000	13	65						
23842577135540240	EliAds_ID_0604_M	23842584426380240	ID_MF_170628_2028_AB_Oi_CIM_HTC	23842584426370240	0628_image_street	0.04				2			2	1									53	0.754717	50	1	0.04	1.886792	1	0.04	2	0	1	2017-06-29	2017-06-29	00:31:32	7	6											23842584428380240	0	IMPRESSIONS	APP_INSTALLS	5000	13	65						
23842577135540240	EliAds_ID_0604_M	23842584426380240	ID_MF_170628_2028_AB_Oi_CIM_HTC	23842584426360240	0628_image10	0.11				3			3	1									120	0.916667	117	2	0.055	1.666667	1	0.11	0.854701	2	1	2017-06-29	2017-06-29	00:31:32	39	38											23842584428230240	0	IMPRESSIONS	APP_INSTALLS	5000	13	65						
23842577135540240	EliAds_ID_0604_M	23842584421320240	ID_M_170628_2006_MB_Oi_CI_35_65_OPPO_speed	23842584421310240	0628_NImage1	0																	27	0	25	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:33	6	6											23842584422460240	52	APP_INSTALLS	APP_INSTALLS	150000	35	65	1					
23842577135540240	EliAds_ID_0604_M	23842584421320240	ID_M_170628_2006_MB_Oi_CI_35_65_OPPO_speed	23842584421300240	0628_image10	0																	12	0	11	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:34	3	3											23842584422290240	52	APP_INSTALLS	APP_INSTALLS	150000	35	65	1					
23842577135540240	EliAds_ID_0604_M	23842584421320240	ID_M_170628_2006_MB_Oi_CI_35_65_OPPO_speed	23842584421290240	0628_image_street	0																	5	0	4	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:35	0	0											23842584422140240	52	APP_INSTALLS	APP_INSTALLS	150000	35	65	1					
23842572361070240	EliAds_ID_0524_M	23842584316390240	ID_M_20170628_1135_Ll5YNM1_MB_Oi_CIM	23842584316370240	0524_Image10	0.01				2			2	2									55	0.181818	55	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:31:36	20	20											23842584317780240	65	IMPRESSIONS	APP_INSTALLS	100000	13	38	1	23842572130000240;23842572130020240	"Lookalike (ID, 5%) - YNM1;Lookalike (ID, 5% to 10%) - YNM1"			
