campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842576415680598	EliAds_Typany_ID_0501					0.14	1	7	5	252			252	2		241	1	1	1	0.14	0.02	0.028	2100	0.066667	2018	9	0.015556	0.428571	9	0.015556	0.445986	0	0	2017-06-28	2017-06-28	00:28:40	57	57	0.001157	121	27	178	109	66	6	4		
23842570697070598	EliAds_Typany_ID_0.14					0.3	2	7	5	60			60	27			2	2	2	0.15	0.042857	0.06	2271	0.1321	2257	33	0.009091	1.453104	39	0.007692	1.727957	1	22	2017-06-28	2017-06-28	00:28:43	1686	1677										
23842576415680598	EliAds_Typany_ID_0501					0.14	1	7	5	349			349	5		328	1	1	1	0.14	0.02	0.028	2711	0.051641	2567	16	0.00875	0.590188	16	0.00875	0.623296	1	1	2017-06-28	2017-06-28	00:58:42	194	193	0.000833	168	47	242	151	94	12	12		
23842570697070598	EliAds_Typany_ID_0.14					0.67	4	15	11	146			146	56		1	4	4	4	0.1675	0.044667	0.060909	4966	0.134917	4920	89	0.007528	1.792187	87	0.007701	1.768293	7	43	2017-06-28	2017-06-28	00:58:47	3669	3643	0.67	1	1	1	1	1	1	1		
23842576415680598	EliAds_Typany_ID_0501					0.28	2	14	9	377			377	6		353	2	2	2	0.14	0.02	0.031111	3080	0.090909	2924	18	0.015556	0.584416	18	0.015556	0.615595	2	2	2017-06-28	2017-06-28	01:28:43	328	327	0.00153	183	55	262	165	103	18	18		
23842570697070598	EliAds_Typany_ID_0.14					1.06	7	27	19	214			214	84		2	7	7	7	0.151429	0.039259	0.055789	7244	0.146328	7074	128	0.008281	1.76698	124	0.008548	1.752898	10	61	2017-06-28	2017-06-28	01:28:47	5354	5233	0.53	2	1	2	2	1	1	1		
23842576415680598	EliAds_Typany_ID_0501					0.28	2	14	9	411			411	6		382	2	2	2	0.14	0.02	0.031111	3407	0.082184	3250	23	0.012174	0.675081	23	0.012174	0.707692	5	4	2017-06-28	2017-06-28	01:59:11	461	460	0.0014	200	64	284	181	115	26	26		
23842570697070598	EliAds_Typany_ID_0.14					1.49	11	44	31	285			285	125		3	11	11	11	0.135455	0.033864	0.048065	9327	0.159751	9155	157	0.00949	1.683285	153	0.009739	1.671218	13	72	2017-06-28	2017-06-28	01:59:21	6879	6790	0.745	2	1	3	2	1	1	1		
23842576415680598	EliAds_Typany_ID_0501					0.28	2	14	9	438			438	7		403	2	2	2	0.14	0.02	0.031111	3645	0.076818	3487	28	0.01	0.768176	28	0.01	0.802983	6	5	2017-06-28	2017-06-28	02:28:42	569	568	0.001296	216	75	302	196	127	37	36		
23842570697070598	EliAds_Typany_ID_0.14					1.8	14	56	41	325			325	145		3	14	15	15	0.128571	0.032143	0.043902	10636	0.169237	10418	177	0.010169	1.664159	172	0.010465	1.650989	14	81	2017-06-28	2017-06-28	02:28:46	7809	7700	0.9	2	1	3	2	1	1	1		
23842576415680598	EliAds_Typany_ID_0501					0.28	3	17	12	461			461	9		422	3	3	3	0.093333	0.016471	0.023333	3866	0.072426	3703	30	0.009333	0.775996	30	0.009333	0.810154	7	6	2017-06-28	2017-06-28	02:58:41	676	674	0.001223	229	80	317	208	136	42	41		
