campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842576415680598	EliAds_Typany_ID_0501	23842577900130598	ID_MF_1700505_1345_MB_Oi_CI_V1			16.38	132	709	517	12338			12333	186		11475	132	132	132	0.124091	0.023103	0.031683	107278	0.152687	94591	672	0.024375	0.62641	657	0.024932	0.694569	96	70	2017-06-27	2017-06-27	00:00:54	10627	10627	0.002788	5875	1777	8189	5151	3037	592	552			15	APP_INSTALLS	APP_INSTALLS	4000	13	50					
23842576415680598	EliAds_Typany_ID_0501	23842577900130598	ID_MF_1700505_1345_MB_Oi_CI_V1			0.82	6	22	16	1240			1240	1		1206	6	6	6	0.136667	0.037273	0.05125	9124	0.089873	8623	33	0.024848	0.361683	33	0.024848	0.382697	1	1	2017-06-27	2017-06-27	00:34:19	70	70	0.00136	603	152	845	539	301	23	23			15	APP_INSTALLS	APP_INSTALLS	4000	13	50					
23842570697070598	EliAds_Typany_ID_0.14	23842570799340598	ID_MF_170412_2240_LI6IDMF1_AB_Oi_Cim			0.45	4	16	12	95			95	45		1	4	4	4	0.1125	0.028125	0.0375	3773	0.119268	3740	49	0.009184	1.298701	48	0.009375	1.283422	7	23	2017-06-27	2017-06-27	00:36:09	2767	2741											0	IMPRESSIONS	APP_INSTALLS	2100	13	45		23842570649330598;23842570649360598	"Lookalike (ID, 3%) - IDMF1;Lookalike (ID, 3% to 6%) - IDMF1"		
23842576415680598	EliAds_Typany_ID_0501	23842577900130598	ID_MF_1700505_1345_MB_Oi_CI_V1			0.82	8	36	26	1476			1476	5		1430	8	8	8	0.1025	0.022778	0.031538	10590	0.077432	9838	41	0.02	0.387158	41	0.02	0.416751	2	1	2017-06-27	2017-06-27	01:04:57	229	229	0.001131	725	188	1014	650	375	34	33			15	APP_INSTALLS	APP_INSTALLS	4000	13	50					
23842570697070598	EliAds_Typany_ID_0.14	23842570799340598	ID_MF_170412_2240_LI6IDMF1_AB_Oi_Cim			0.73	10	53	38	183			183	87		3	10	11	11	0.073	0.013774	0.019211	6117	0.11934	5929	93	0.007849	1.520353	88	0.008295	1.48423	10	50	2017-06-27	2017-06-27	01:06:30	4413	4285	0.365	2	1	2	2	1	1				0	IMPRESSIONS	APP_INSTALLS	2100	13	45		23842570649360598;23842570649330598	"Lookalike (ID, 3% to 6%) - IDMF1;Lookalike (ID, 3%) - IDMF1"		
23842576415680598	EliAds_Typany_ID_0501	23842577900130598	ID_MF_1700505_1345_MB_Oi_CI_V1			0.95	11	44	32	1542			1542	9		1490	11	11	11	0.086364	0.021591	0.029688	11167	0.085072	10404	43	0.022093	0.385063	43	0.022093	0.413303	2	1	2017-06-27	2017-06-27	01:30:53	386	386	0.00125	760	196	1059	682	394	42	39			15	APP_INSTALLS	APP_INSTALLS	4000	13	50					
23842570697070598	EliAds_Typany_ID_0.14	23842570799340598	ID_MF_170412_2240_LI6IDMF1_AB_Oi_Cim			1.03	16	80	55	230			230	108		4	16	16	16	0.064375	0.012875	0.018727	7759	0.132749	7564	118	0.008729	1.520815	110	0.009364	1.454257	11	60	2017-06-27	2017-06-27	01:31:36	5545	5419	0.343333	3	1	3	3	1	1				0	IMPRESSIONS	APP_INSTALLS	2100	13	45		23842570649330598;23842570649360598	"Lookalike (ID, 3%) - IDMF1;Lookalike (ID, 3% to 6%) - IDMF1"		
23842576415680598	EliAds_Typany_ID_0501	23842577900130598	ID_MF_1700505_1345_MB_Oi_CI_V1			1.2	11	48	34	1587			1587	15		1527	11	11	11	0.109091	0.025	0.035294	11617	0.103297	11079	45	0.026667	0.387363	45	0.026667	0.406174	2	1	2017-06-27	2017-06-27	02:00:54	522	522	0.00155	774	203	1082	695	403	48	45			15	APP_INSTALLS	APP_INSTALLS	4000	13	50					
23842570697070598	EliAds_Typany_ID_0.14	23842570799340598	ID_MF_170412_2240_LI6IDMF1_AB_Oi_Cim			1.24	20	97	69	276			276	127		5	20	20	20	0.062	0.012784	0.017971	8990	0.137931	8762	144	0.008611	1.60178	134	0.009254	1.529331	17	70	2017-06-27	2017-06-27	02:01:43	6387	6274	0.413333	3	1	3	3	1	1				0	IMPRESSIONS	APP_INSTALLS	2100	13	45		23842570649330598;23842570649360598	"Lookalike (ID, 3%) - IDMF1;Lookalike (ID, 3% to 6%) - IDMF1"		
23842576415680598	EliAds_Typany_ID_0501	23842577900130598	ID_MF_1700505_1345_MB_Oi_CI_V1			1.2	11	53	37	1604			1604	18		1541	11	11	11	0.109091	0.022642	0.032432	11914	0.100722	11346	45	0.026667	0.377707	45	0.026667	0.396616	2	1	2017-06-27	2017-06-27	02:31:11	645	645	0.001536	781	205	1092	702	405	50	47			15	APP_INSTALLS	APP_INSTALLS	4000	13	50					
