campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842588342520341	EliAds_and_SA_0525_1	23842609777720341	SA_MF_20170627_2137_AB_Oi_CIM_samsungall_yeecall-network-1			5.21	4	250	31	188			188	2			4	4	4	1.3025	0.02084	0.168065	9836	0.529687	8987	186	0.028011	1.891013	179	0.029106	1.991766	3	2	2017-06-29	2017-06-29	00:00:22	16	16											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609777490341	SA_MF_20170627_2137_AB_Oi_CIM_samsungall_yeecall-landmark-5			5.46	7	265	32	147			147	2			7	6	6	0.78	0.020604	0.170625	8198	0.666016	7441	145	0.037655	1.768724	142	0.038451	1.908346	1	0	2017-06-29	2017-06-29	00:00:23	37	30											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609777240341	SA_MF_20170627_2137_AB_Oi_CIM_samsungall_yeecall-expression-3			5.52				154			154	1									7019	0.786437	6742	153	0.036078	2.179798	152	0.036316	2.254524	0	0	2017-06-29	2017-06-29	00:00:23	15	12											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609777010341	SA_MF_20170627_2137_AB_Oi_CIM_samsungall_yeecall-checkers-2			0.19				3			3										278	0.683453	269	3	0.063333	1.079137	3	0.063333	1.115242	0	0	2017-06-29	2017-06-29	00:00:23	0	0											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609776520341	SA_MF_20170627_2136_AB_Oi_CIM_samsungall_phone_1			5.31	4	199	19	125			125				4	5	4	1.3275	0.026683	0.279474	7051	0.753085	6702	125	0.04248	1.772798	123	0.043171	1.835273	0	0	2017-06-29	2017-06-29	00:00:24	2	2											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609775800341	SA_MF_20170627_2135_AB_Oi_CIM_samsungall_map			1.01	3	197	25	21			21				3	3	3	0.336667	0.005127	0.0404	768	1.315104	760	21	0.048095	2.734375	21	0.048095	2.763158	0	0	2017-06-29	2017-06-29	00:00:25	2	2											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609775320341	SA_MF_20170627_2135_AB_Oi_CIM_samsungall_Circle			4.66	7	447	41	140			140	2			7	9	8	0.665714	0.010425	0.113659	6414	0.726536	6144	138	0.033768	2.151543	136	0.034265	2.213542	2	1	2017-06-29	2017-06-29	00:00:27	10	8											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842609504770341	SA_MF_20170627_1056_MB_Oi_CIM_samsungchange1_2			0																	18	0	17	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:00:28	1	1											80	IMPRESSIONS	APP_INSTALLS	300000	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842607100160341	SA_MF_20170622_1337_AB_Oi_CIM_samsungall_chat-1			5.52	11	658	64	172			172				11	11	11	0.501818	0.008389	0.08625	16827	0.328044	15509	172	0.032093	1.022167	167	0.033054	1.076794	0	0	2017-06-29	2017-06-29	00:00:41	13	12											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842602465710341	EliAds_and_SA_0614_test	23842606422300341	SA_F_170621_1110_MB_Oi_CIM_25_34			12.15	22	1736	147	304			304	12			22	24	24	0.552273	0.006999	0.082653	12698	0.956844	10945	292	0.04161	2.299575	284	0.042782	2.594792	11	4	2017-06-29	2017-06-29	00:01:03	407	407											120	IMPRESSIONS	APP_INSTALLS	30000	25	34	2				
