campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842588342520341	EliAds_and_SA_0525_1	23842609504770341	SA_MF_20170627_1056_MB_Oi_CIM_samsungchange1_2			0																	21	0	21	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:29:12	0	0											70	IMPRESSIONS	APP_INSTALLS	300000	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842607100160341	SA_MF_20170622_1337_AB_Oi_CIM_samsungall_chat-1			4.36	3	293	14	105			105	3			3	3	3	1.453333	0.014881	0.311429	7880	0.553299	7499	102	0.042745	1.294416	98	0.04449	1.306841	4	2	2017-06-28	2017-06-28	00:29:17	185	156											0	IMPRESSIONS	APP_INSTALLS	1500	13	48					
23842602465710341	EliAds_and_SA_0614_test	23842606422300341	SA_F_170621_1110_MB_Oi_CIM_25_34			12.24	20	962	115	251	1		250	10			20	22	21	0.612	0.012723	0.106435	12035	1.017034	10490	239	0.051213	1.985875	234	0.052308	2.230696	23	20	2017-06-28	2017-06-28	00:29:27	938	899											120	IMPRESSIONS	APP_INSTALLS	30000	25	34	2				
23842602465710341	EliAds_and_SA_0614_test	23842605815970341	SA_MF_170620_1336_AB_Oi_CIM_samsung_allage_AR_test3_1			10.66	19	1542	127	292			292	2			19	20	20	0.561053	0.006913	0.083937	10542	1.011193	9426	290	0.036759	2.750901	277	0.038484	2.93868	4	1	2017-06-28	2017-06-28	00:29:30	154	153											0	IMPRESSIONS	APP_INSTALLS	3000	13	65					
23842588342520341	EliAds_and_SA_0525_1	23842605432140341	SA_MF_20170619_2104_AB_Oi_CIM_samsungchange1_8			6.7	9	811	85	129	2		126	14			9	13	13	0.744444	0.008261	0.078824	8420	0.795724	8090	110	0.060909	1.306413	102	0.065686	1.260816	58	25	2017-06-28	2017-06-28	00:29:31	1282	1255											0	IMPRESSIONS	APP_INSTALLS	2000	13	48					
23842588342520341	EliAds_and_SA_0525_1	23842605430750341	SA_MF_20170619_2102_AB_Oi_CIM_samsungchange1_2			6.39	21	1643	121	160			160				20	21	21	0.304286	0.003889	0.05281	6203	1.030147	6010	160	0.039938	2.579397	160	0.039938	2.66223	0	0	2017-06-28	2017-06-28	00:29:33	1	0											0	IMPRESSIONS	APP_INSTALLS	2000	13	48					
23842601519620341	EliAds_and_ph_0612	23842604781670341	PH_and_MF_170618_1306_AB_Oi_CIM_OPPOA37			3.78	8	647	39	126			126	44			8	9	9	0.4725	0.005842	0.096923	3703	1.020794	3606	82	0.046098	2.214421	77	0.049091	2.13533	57	48	2017-06-28	2017-06-28	00:29:37	1256	1240											0	IMPRESSIONS	APP_INSTALLS	1200	13	48					
23842601900310341	EliAds_ios_ph_0613	23842604009530341	PH_ios_MF_170616_1825_MB_Oi_CIM			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:29:38	0	0											30	IMPRESSIONS	APP_INSTALLS	2000	15	46					
23842601900310341	EliAds_ios_ph_0613	23842602495910341	PH_ios_MF_170614_1350_MB_Oi_CIM			0																	6	0	6	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:29:43	0	0											30	IMPRESSIONS	APP_INSTALLS	2000	15	46					
23842601900310341	EliAds_ios_ph_0613	23842602494830341	PH_ios_MF_170614_1335_MB_Oi_CIM			0																	11	0	11	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:29:44	0	0											30	IMPRESSIONS	APP_INSTALLS	2000	15	46					
23842601519620341	EliAds_and_ph_0612	23842602187960341	PH_and_F_170613_2115_MB_Oi_CIM_20_35_beauty2			0.67	3	173	19	32			31	7			3	3	3	0.223333	0.003873	0.035263	959	0.698644	929	24	0.027917	2.502607	24	0.027917	2.583423	18	20	2017-06-28	2017-06-28	00:29:46	145	145											25	IMPRESSIONS	APP_INSTALLS	1500	20	35	2				
