campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842735532680616	EliAds_fb_FM_KR_3					259.46	153	504	384	17578	4	6	17570	107		16203	153	168	168	1.695817	0.514802	0.675677	59505	4.360306	53853	1250	0.207568	2.100664	1178	0.220255	2.187436	1101	959	2017-06-27	2017-06-27	00:29:18	15795	14140	0.036319	7144	5356	16311	10253	7855	5412	4418		
23842728373390616	EliAds_fb_FM_BR					102.69	780	1784	1771	35125	18	14	35052	229		32613	778	767	767	0.131654	0.057562	0.057984	189180	0.542816	175412	2178	0.047149	1.151284	2116	0.04853	1.206303	1308	669	2017-06-27	2017-06-27	00:29:18	5551	5205	0.007435	13812	6071	24880	14387	9746	6317	4953		
23842719941570616	EliAds_fb_Male_RU_2					11.34	25	54	45	1905	4	1	1905	50		1772	25	25	25	0.4536	0.21	0.252	5867	1.932845	5864	78	0.145385	1.32947	76	0.149211	1.296044	7	7	2017-06-27	2017-06-27	00:29:21	53	39	0.012756	889	367	1554	1024	839	407	327		
23842714897520616	EliAds_fb_Female_RU_2					39.59	124	392	309	6923			6923	66		6576	124	150	149	0.319274	0.100995	0.128123	33033	1.198498	31915	281	0.14089	0.850664	280	0.141393	0.87733	4	4	2017-06-27	2017-06-27	00:29:23	119	106	0.028098	1409	1303	7011	2915	1782	1304	1277		
23842631637980616	EliAds_fb_Female_RU					1.75	3	6	6	201			201	1		197	3	3	3	0.583333	0.291667	0.291667	620	2.822581	614	3	0.583333	0.483871	3	0.583333	0.488599	0	0	2017-06-27	2017-06-27	00:29:33	0	0	0.031818	55	19	138	64	33	19	19		
23842735532680616	EliAds_fb_FM_KR_3					270.23	161	526	403	17856	4	6	17848	109		16465	161	176	176	1.678447	0.513745	0.670546	60698	4.452041	54865	1264	0.21379	2.082441	1192	0.226703	2.172605	1113	967	2017-06-27	2017-06-27	01:00:33	16054	14375	0.037232	7258	5455	16583	10435	8001	5512	4494		
23842728373390616	EliAds_fb_FM_BR					104.54	811	1859	1842	36502	18	14	36428	238		33900	809	799	799	0.128903	0.056235	0.056754	197263	0.529952	182504	2258	0.046298	1.144665	2193	0.04767	1.201617	1347	690	2017-06-27	2017-06-27	01:00:34	5722	5457	0.007296	14328	6298	25821	14932	10097	6542	5135		
23842719941570616	EliAds_fb_Male_RU_2					12.07	25	54	45	1944	5	1	1944	50		1808	25	25	25	0.4828	0.223519	0.268222	6059	1.992078	6038	80	0.150875	1.32035	77	0.156753	1.275257	7	7	2017-06-27	2017-06-27	01:00:41	56	44	0.013381	902	369	1578	1040	853	410	329		
23842714897520616	EliAds_fb_Female_RU_2					40.03	126	398	314	7021			7021	66		6671	126	153	152	0.317698	0.100578	0.127484	33441	1.197034	32283	284	0.140951	0.849257	284	0.140951	0.87972	6	5	2017-06-27	2017-06-27	01:00:41	126	109	0.02815	1422	1316	7105	2951	1804	1317	1290		
23842631637980616	EliAds_fb_Female_RU					1.75	3	6	6	209			209	2		204	3	3	3	0.583333	0.291667	0.291667	647	2.704791	641	3	0.583333	0.463679	3	0.583333	0.468019	0	0	2017-06-27	2017-06-27	01:00:47	0	0	0.03125	56	20	141	65	34	20	20		
23842735532680616	EliAds_fb_FM_KR_3					0.51				50			50			46							154	3.311688	151	4	0.1275	2.597403	4	0.1275	2.649007	5	4	2017-06-27	2017-06-27	01:28:59	31	31	0.023182	22	20	45	32	30	21	20		
23842728373390616	EliAds_fb_FM_BR					0.39	5	8	8	306			306	1		277	5	5	5	0.078	0.04875	0.04875	2359	0.165324	2277	28	0.013929	1.186944	25	0.0156	1.097936	9	7	2017-06-27	2017-06-27	01:28:59	56	56	0.003047	128	47	232	133	83	47	39		
23842719941570616	EliAds_fb_Male_RU_2					0	1	2	2	17			17			15	1	1	1	0	0	0	31	0	31	2	0	6.451613	2	0	6.451613	0	0	2017-06-27	2017-06-27	01:29:01	0	0	0	10	5	14	10	10	6	5		
23842714897520616	EliAds_fb_Female_RU_2					0				38			38			37							195	0	195	1	0	0.512821	1	0	0.512821	0	0	2017-06-27	2017-06-27	01:29:01	0	0	0	5	4	38	18	9	4	3		
23842631637980616	EliAds_fb_Female_RU					0				2			2			2							4	0	4	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	01:29:04	0	0	0	4	2	4	4	2	2			
23842735532680616	EliAds_fb_FM_KR_3					1.21	1	2	2	124			124			117	1	1	1	1.21	0.605	0.605	422	2.867299	414	7	0.172857	1.658768	7	0.172857	1.690821	8	7	2017-06-27	2017-06-27	01:59:02	89	87	0.024694	49	41	110	77	61	39	35		
23842728373390616	EliAds_fb_FM_BR					1.38	18	40	40	1034	2		1033	6		943	18	18	18	0.076667	0.0345	0.0345	6702	0.205909	6371	82	0.016829	1.223515	81	0.017037	1.271386	45	22	2017-06-27	2017-06-27	01:59:02	163	163	0.003232	427	170	741	438	280	173	138		
23842719941570616	EliAds_fb_Male_RU_2					0.58	1	2	2	49			49			47	1	1	1	0.58	0.29	0.29	135	4.296296	133	2	0.29	1.481481	2	0.29	1.503759	0	0	2017-06-27	2017-06-27	01:59:04	1	1	0.025217	23	10	38	26	22	11	8		
23842714897520616	EliAds_fb_Female_RU_2					0.26	3	6	6	105			105			103	3	3	3	0.086667	0.043333	0.043333	537	0.484171	537	2	0.13	0.372439	2	0.13	0.372439	0	0	2017-06-27	2017-06-27	01:59:04	5	5	0.012381	21	19	122	46	30	19	17		
23842631637980616	EliAds_fb_Female_RU					0				16			16			15							28	0	28	1	0	3.571429	1	0	3.571429	0	0	2017-06-27	2017-06-27	01:59:08	0	0	0	7	5	10	7	5	5	5		
23842735532680616	EliAds_fb_FM_KR_3					2.08	1	2	2	177			177			167	1	1	1	2.08	1.04	1.04	669	3.109118	655	10	0.208	1.494768	10	0.208	1.526718	12	11	2017-06-27	2017-06-27	02:29:05	128	125	0.028493	73	62	163	111	87	61	52		
23842728373390616	EliAds_fb_FM_BR					3.88	34	82	80	1658	2		1657	9		1513	34	33	33	0.114118	0.047317	0.0485	11040	0.351449	10423	133	0.029173	1.20471	131	0.029618	1.256836	68	30	2017-06-27	2017-06-27	02:29:06	248	240	0.005623	690	284	1168	685	452	288	225		
23842719941570616	EliAds_fb_Male_RU_2					0.58	1	2	2	81			81	3		76	1	1	1	0.58	0.29	0.29	309	1.877023	306	2	0.29	0.647249	2	0.29	0.653595	0	0	2017-06-27	2017-06-27	02:29:07	1	1	0.016111	36	15	66	40	34	16	12		
23842714897520616	EliAds_fb_Female_RU_2					0.76	3	9	7	200			200	1		190	3	4	4	0.253333	0.084444	0.108571	970	0.783505	968	9	0.084444	0.927835	9	0.084444	0.929752	0	0	2017-06-27	2017-06-27	02:29:08	11	11	0.025333	30	28	208	77	44	28	26		
23842631637980616	EliAds_fb_Female_RU					0				23			23			22							68	0	68	1	0	1.470588	1	0	1.470588	0	0	2017-06-27	2017-06-27	02:29:11	0	0	0	8	5	15	8	6	5	5		
23842735532680616	EliAds_fb_FM_KR_3					2.86	1	2	2	239			239	1		222	1	1	1	2.86	1.43	1.43	902	3.170732	882	16	0.17875	1.773836	16	0.17875	1.814059	16	14	2017-06-27	2017-06-27	02:58:58	172	166	0.029792	96	81	218	143	112	81	69		
23842728373390616	EliAds_fb_FM_BR					6.12	48	115	113	2255	2		2253	12		2066	51	50	50	0.1275	0.053217	0.054159	15298	0.400052	14391	173	0.035376	1.130867	180	0.034	1.250782	91	44	2017-06-27	2017-06-27	02:58:59	342	315	0.006182	990	422	1669	990	657	423	331		
23842719941570616	EliAds_fb_Male_RU_2					0.58	1	2	2	127			127	5		120	1	1	1	0.58	0.29	0.29	481	1.205821	478	2	0.29	0.4158	2	0.29	0.41841	0	0	2017-06-27	2017-06-27	02:59:00	2	2	0.010943	53	18	98	60	50	20	14		
23842714897520616	EliAds_fb_Female_RU_2					0.76	3	9	7	284			284	1		270	3	4	4	0.253333	0.084444	0.108571	1416	0.536723	1410	13	0.058462	0.918079	13	0.058462	0.921986	0	0	2017-06-27	2017-06-27	02:59:01	18	18	0.016522	46	43	298	110	65	43	41		
23842631637980616	EliAds_fb_Female_RU					0				31			31			30							85	0	85	1	0	1.176471	1	0	1.176471	0	0	2017-06-27	2017-06-27	02:59:05	0	0	0	10	7	19	11	8	7	7		
23842735532680616	EliAds_fb_FM_KR_3					3.21	1	2	2	287			287	2		267	1	1	1	3.21	1.605	1.605	1049	3.060057	1023	18	0.178333	1.71592	18	0.178333	1.759531	17	15	2017-06-27	2017-06-27	03:29:34	198	191	0.027436	117	96	266	173	135	99	80		
23842728373390616	EliAds_fb_FM_BR					8.29	63	153	151	3125	2		3123	17		2865	63	63	63	0.131587	0.054183	0.054901	19852	0.41759	18555	239	0.034686	1.203909	232	0.035733	1.250337	120	60	2017-06-27	2017-06-27	03:29:35	438	438	0.006487	1278	564	2216	1289	854	565	435		
23842719941570616	EliAds_fb_Male_RU_2					0.58	1	2	2	164			164	5		154	1	1	1	0.58	0.29	0.29	601	0.965058	601	5	0.116	0.831947	6	0.096667	0.998336	1	1	2017-06-27	2017-06-27	03:29:50	4	4	0.008169	71	26	131	79	66	31	19		
23842714897520616	EliAds_fb_Female_RU_2					0.76	3	9	7	353			353	1		335	3	4	4	0.253333	0.084444	0.108571	1663	0.457005	1655	17	0.044706	1.022249	17	0.044706	1.02719	0	0	2017-06-27	2017-06-27	03:29:51	22	22	0.013333	57	54	363	135	79	54	52		
23842631637980616	EliAds_fb_Female_RU					0				39			39			38							115	0	115	1	0	0.869565	1	0	0.869565	0	0	2017-06-27	2017-06-27	03:29:58	0	0	0	12	9	25	13	10	9	9		
23842735532680616	EliAds_fb_FM_KR_3					3.65	1	2	2	334			334	3		310	1	1	1	3.65	1.825	1.825	1186	3.077572	1157	21	0.17381	1.770658	20	0.1825	1.728608	20	16	2017-06-27	2017-06-27	04:00:21	222	216	0.027037	135	112	309	199	159	116	95		
23842728373390616	EliAds_fb_FM_BR					10.86	78	181	179	4029	3		4027	20		3716	79	77	77	0.139231	0.06	0.06067	25325	0.428825	23874	288	0.037708	1.137216	291	0.03732	1.218899	146	76	2017-06-27	2017-06-27	04:00:22	574	559	0.00653	1663	737	2837	1686	1128	743	569		
