campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	creative_id	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name	relevance_score
23842735532680616	EliAds_fb_FM_KR_3	23842743935040616	KR_MF_20170619_1341_iOS_KRMF5_pink_MB_Oi_flower_2	23842743935140616	flower_2	3.74	2	5	4	252			252			237	2	2	2	1.87	0.748	0.935	922	4.056399	906	15	0.249333	1.626898	14	0.267143	1.545254	16	14	2017-06-28	2017-06-28	00:02:56	405	398	0.025793	145	81	212	148	100	90	68			23842743935050616	150	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			9
23842735532680616	EliAds_fb_FM_KR_3	23842743933890616	KR_MF_20170619_1322_iOS_KRMF5_pink_MB_Oi_black_1	23842743933990616	black_1	0.17				7			7			7							61	2.786885	59	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:02:56	26	25	0.085	2		4	2						23842743933900616	140	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			
23842735532680616	EliAds_fb_FM_KR_3	23842741006860616	KR_MF_170604_0755_iOS_KRMF5_fatFaces_MB_Oi_Cim	23842741006880616	20170603_1V_fatBoyFace	0.44	1	2	2	37			37			36	1	1	1	0.44	0.22	0.22	87	5.057471	87	1	0.44	1.149425	1	0.44	1.149425	1	0	2017-06-28	2017-06-28	00:02:57	0	0	0.025882	17	11	32	20	17	12	9			23842741007580616	130	IMPRESSIONS	APP_INSTALLS	10000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			
23842735532680616	EliAds_fb_FM_KR_3	23842741006860616	KR_MF_170604_0755_iOS_KRMF5_fatFaces_MB_Oi_Cim	23842741006870616	20170603_1V_fatGirlFace	0.86				50			50			41							224	3.839286	218	9	0.095556	4.017857	9	0.095556	4.12844	9	9	2017-06-28	2017-06-28	00:02:59	8	8	0.045263	19	15	34	17	17	16	11			23842741007730616	130	IMPRESSIONS	APP_INSTALLS	10000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			
23842735532680616	EliAds_fb_FM_KR_3	23842743017300616	KR_MF_170613_2120_iOS_KRMF5_magic_MB_Oi_Cim	23842743018000616	201706013_combine	0.62				56			56			51							160	3.875	153	5	0.124	3.125	5	0.124	3.267974	5	5	2017-06-28	2017-06-28	00:02:59	86	81	0.0248	25	17	40	27	24	20	12			23842743018160616	130	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			
23842735532680616	EliAds_fb_FM_KR_3	23842743017300616	KR_MF_170613_2120_iOS_KRMF5_magic_MB_Oi_Cim	23842743017310616	201706013_magic	0.04				6			6			6							10	4	10	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:03:00	5	5	0.008	5	5	6	6	6	5	2			23842743018350616	130	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			
23842719941570616	EliAds_fb_Male_RU_2	23842719953010616	EliAds_RU_M_70427_1900_MB_13-44_FI_Ll10RUM1d90_Oi_Ci	23842741684510616	RU_F_20170607_streetFight	2.09	4	5	5	346			346	10		321	4	4	4	0.5225	0.418	0.418	771	2.710765	771	15	0.139333	1.945525	15	0.139333	1.945525	0	0	2017-06-28	2017-06-28	00:03:00	0	0	0.009372	223	93	313	235	224	100	83			23842741684950616	75	APP_INSTALLS	APP_INSTALLS	100000	13	44	1	23842705126100616	"Lookalike (RU, 10%) - RUM1d90"			8
23842719941570616	EliAds_fb_Male_RU_2	23842719953010616	EliAds_RU_M_70427_1900_MB_13-44_FI_Ll10RUM1d90_Oi_Ci	23842726388060616	"RU_F_20170505_oneGirl - Copy"	1.92	3	4	4	139	1	1	139	3		127	3	3	3	0.64	0.48	0.48	543	3.535912	543	7	0.274286	1.289134	7	0.274286	1.289134	0	0	2017-06-28	2017-06-28	00:03:01	1	1	0.034909	55	21	108	64	46	25	16			23842726391360616	75	APP_INSTALLS	APP_INSTALLS	100000	13	44	1	23842705126100616	"Lookalike (RU, 10%) - RUM1d90"			7
23842719941570616	EliAds_fb_Male_RU_2	23842719953010616	EliAds_RU_M_70427_1900_MB_13-44_FI_Ll10RUM1d90_Oi_Ci	23842719953030616	RU_F_20170419_1V_Video13_girlsinging	1.44	3	6	6	282			282	13		266	3	4	4	0.48	0.24	0.24	929	1.550054	929	3	0.48	0.322928	3	0.48	0.322928	0	0	2017-06-28	2017-06-28	00:03:04	0	0	0.010435	138	63	237	159	128	78	55			23842719955260616	75	APP_INSTALLS	APP_INSTALLS	100000	13	44	1	23842705126100616	"Lookalike (RU, 10%) - RUM1d90"			8
23842735532680616	EliAds_fb_FM_KR_3	23842740654200616	KR_MF_170602_1630_iOS_KRMF5_MB_Oi_Ci	23842740654250616	20170525_1V_singing	8.01	6	22	17	668	1		666	3		569	6	7	7	1.335	0.364091	0.471176	3089	2.593072	2943	93	0.086129	3.010683	91	0.088022	3.092083	96	93	2017-06-28	2017-06-28	00:03:05	1519	1428	0.041289	194	71	317	165	110	63	48			23842740655830616	175	APP_INSTALLS	APP_INSTALLS	20000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"			9
