campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842577135540240	EliAds_ID_0604_M					0.77	3	6	6	24			23	7			3	3	3	0.256667	0.128333	0.128333	2109	0.365102	2063	16	0.048125	0.758653	16	0.048125	0.77557	14	8	2017-06-27	2017-06-27	00:28:40	772	766										
23842573359820240	EliAds_ID_0526_M					7.93	12	21	21	339			339	164		2	12	12	12	0.660833	0.377619	0.377619	23035	0.344259	22393	173	0.045838	0.751031	172	0.046105	0.768097	35	79	2017-06-27	2017-06-27	00:28:40	14707	14499	7.93	1	1	1	1	1	1			
23842572361070240	EliAds_ID_0524_M					1.98	1	1	1	87			87	50			1	1	1	1.98	1.98	1.98	4823	0.410533	4753	37	0.053514	0.767157	36	0.055	0.757416	12	21	2017-06-27	2017-06-27	00:28:42	3138	3113										
23842577135540240	EliAds_ID_0604_M					2.16	6	10	10	50			49	14			6	5	5	0.36	0.216	0.216	5005	0.431568	4882	35	0.061714	0.699301	34	0.063529	0.696436	29	14	2017-06-27	2017-06-27	00:59:10	1824	1805										
23842573359820240	EliAds_ID_0526_M					13.97	24	42	42	563			563	274		3	24	24	24	0.582083	0.332619	0.332619	40891	0.34164	39311	286	0.048846	0.69942	281	0.049715	0.714813	71	119	2017-06-27	2017-06-27	00:59:10	24593	24263	13.97	1	1	1	1	1	1			
23842572361070240	EliAds_ID_0524_M					5.08	8	14	14	250			248	143			8	8	8	0.635	0.362857	0.362857	13117	0.387284	12928	105	0.048381	0.800488	103	0.04932	0.79672	28	51	2017-06-27	2017-06-27	00:59:10	8220	8026										
23842577135540240	EliAds_ID_0604_M					4.71	12	22	22	89			88	18			12	11	11	0.3925	0.214091	0.214091	7055	0.667612	6846	70	0.067286	0.992204	66	0.071364	0.964067	61	27	2017-06-27	2017-06-27	01:28:37	2552	2486										
23842573359820240	EliAds_ID_0526_M					17.11	31	51	51	756			754	355		6	31	31	31	0.551935	0.33549	0.33549	49742	0.343975	46773	393	0.043537	0.790077	388	0.044098	0.829538	88	145	2017-06-27	2017-06-27	01:28:38	29536	28842	17.11	1	1	1	1	1	1			
23842572361070240	EliAds_ID_0524_M					7.79	15	25	25	373			371	211			15	15	15	0.519333	0.3116	0.3116	18817	0.413987	18371	160	0.048688	0.850295	158	0.049304	0.860051	52	84	2017-06-27	2017-06-27	01:28:38	11652	11321										
23842577135540240	EliAds_ID_0604_M					5.99	14	25	25	108			107	24			14	13	13	0.427857	0.2396	0.2396	9049	0.661952	8760	83	0.072169	0.917228	78	0.076795	0.890411	68	29	2017-06-27	2017-06-27	01:58:39	3301	3193										
23842573359820240	EliAds_ID_0526_M					20.94	38	63	63	898			894	428		7	38	38	38	0.551053	0.332381	0.332381	61000	0.343279	57459	459	0.045621	0.752459	453	0.046225	0.788388	102	174	2017-06-27	2017-06-27	01:58:39	36168	35403	20.94	1	1	1	1	1	1			
