campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842565642150758	eliads_beaconflashlight_US_0526_M					0.01																	1	10	1	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:28:32	0	0										
23842564020810758	eliads_beaconflashlight_US_0519_M					0				6			6			6							112	0	112	0	0	0	1	0	0.892857	0	1	2017-06-27	2017-06-27	00:28:33	1	1	0	2	1	2	1	1	1	1		
23842565642150758	eliads_beaconflashlight_US_0526_M					0.12																	48	2.5	41	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:58:32	2	2										
23842564020810758	eliads_beaconflashlight_US_0519_M					1.25	1	2	2	42			42			39	1	1	1	1.25	0.625	0.625	314	3.980892	310	3	0.416667	0.955414	3	0.416667	0.967742	3	3	2017-06-27	2017-06-27	00:58:32	8	8	0.073529	17	6	21	9	7	6	6		
23842565642150758	eliads_beaconflashlight_US_0526_M					0.2																	79	2.531646	66	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	01:28:31	2	2										
23842564020810758	eliads_beaconflashlight_US_0519_M					2.49	2	4	4	91			91			87	2	2	2	1.245	0.6225	0.6225	638	3.902821	629	4	0.6225	0.626959	4	0.6225	0.63593	4	4	2017-06-27	2017-06-27	01:28:32	21	20	0.065526	38	19	53	28	22	19	16		
23842565642150758	eliads_beaconflashlight_US_0526_M					0.33																	132	2.5	113	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	01:58:32	3	3										
23842564020810758	eliads_beaconflashlight_US_0519_M					3.73	3	6	6	159			159	1		152	3	3	3	1.243333	0.621667	0.621667	956	3.901674	945	6	0.621667	0.627615	6	0.621667	0.634921	6	5	2017-06-27	2017-06-27	01:58:33	37	36	0.056515	66	38	94	51	40	37	34		
23842565642150758	eliads_beaconflashlight_US_0526_M					0.42				1			1										172	2.44186	144	1	0.42	0.581395	1	0.42	0.694444	0	0	2017-06-27	2017-06-27	02:28:31	4	4										
23842564020810758	eliads_beaconflashlight_US_0519_M					3.73	4	8	8	234			234	1		222	4	4	4	0.9325	0.46625	0.46625	1263	2.953286	1250	11	0.339091	0.870942	11	0.339091	0.88	11	7	2017-06-27	2017-06-27	02:28:32	49	48	0.041444	90	52	144	76	57	50	47		
23842565642150758	eliads_beaconflashlight_US_0526_M					0.75				2			2										358	2.094972	292	2	0.375	0.558659	2	0.375	0.684932	0	0	2017-06-27	2017-06-27	02:58:32	6	6										
23842564020810758	eliads_beaconflashlight_US_0519_M					5.99	5	10	10	283			283	1		270	5	5	5	1.198	0.599	0.599	1589	3.769666	1574	12	0.499167	0.755192	12	0.499167	0.762389	12	8	2017-06-27	2017-06-27	02:58:32	63	62	0.055981	107	59	178	95	67	57	54		
23842565642150758	eliads_beaconflashlight_US_0526_M					2.19	1	2	2	10			10				1	1	1	2.19	1.095	1.095	771	2.840467	632	10	0.219	1.297017	9	0.243333	1.424051	0	0	2017-06-27	2017-06-27	03:28:32	8	8										
23842564020810758	eliads_beaconflashlight_US_0519_M					5.99	5	10	10	341			341	1		322	5	5	5	1.198	0.599	0.599	1819	3.293018	1804	18	0.332778	0.989555	17	0.352353	0.94235	16	8	2017-06-27	2017-06-27	03:28:33	73	72	0.047165	127	70	213	115	82	68	65		
23842565642150758	eliads_beaconflashlight_US_0526_M					7.04	2	4	4	18			18				2	2	2	3.52	1.76	1.76	1765	3.988669	1449	18	0.391111	1.01983	17	0.414118	1.173223	1	0	2017-06-27	2017-06-27	03:58:32	15	15										
23842564020810758	eliads_beaconflashlight_US_0519_M					8.05	7	14	14	414			414	2		390	7	7	7	1.15	0.575	0.575	2232	3.606631	2213	22	0.365909	0.985663	21	0.383333	0.948938	20	12	2017-06-27	2017-06-27	03:58:43	91	90	0.052614	153	86	253	138	100	82	79		
23842565642150758	eliads_beaconflashlight_US_0526_M					15.16	3	6	6	34			34	1			3	3	3	5.053333	2.526667	2.526667	3069	4.93972	2527	33	0.459394	1.075269	32	0.47375	1.266324	2	0	2017-06-27	2017-06-27	04:28:32	24	24										
23842564020810758	eliads_beaconflashlight_US_0519_M					9.26	8	16	16	447			447	3		421	8	8	8	1.1575	0.57875	0.57875	2597	3.565653	2575	23	0.402609	0.885637	22	0.420909	0.854369	21	12	2017-06-27	2017-06-27	04:28:33	108	107	0.055783	166	92	272	147	107	88	85		
23842565642150758	eliads_beaconflashlight_US_0526_M					24.83	4	8	8	50			50	1			4	4	4	6.2075	3.10375	3.10375	4729	5.250582	3862	49	0.506735	1.03616	48	0.517292	1.242879	6	1	2017-06-27	2017-06-27	04:58:32	37	35										
23842564020810758	eliads_beaconflashlight_US_0519_M					11.39	10	20	20	496			496	4		466	10	10	10	1.139	0.5695	0.5695	2927	3.891356	2902	26	0.438077	0.888282	25	0.4556	0.861475	25	15	2017-06-27	2017-06-27	04:58:33	127	126	0.06224	183	100	296	162	118	96	93		
23842565642150758	eliads_beaconflashlight_US_0526_M					34.81	5	10	10	79			78	1			5	5	5	6.962	3.481	3.481	6407	5.43312	5137	77	0.452078	1.201811	76	0.458026	1.479463	7	2	2017-06-27	2017-06-27	05:28:32	50	50										
23842564020810758	eliads_beaconflashlight_US_0519_M					11.39	10	20	20	551			550	5		515	10	10	10	1.139	0.5695	0.5695	3324	3.426594	3295	30	0.379667	0.902527	29	0.392759	0.880121	31	21	2017-06-27	2017-06-27	05:28:32	149	148	0.05695	200	105	321	178	129	101	96		
