campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842605475190355	EliAds_UCNews_ID_3					0				2			2			2							4	0	4	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:29:04	0	0	0	1	1	2	1	1	1	1		
23842559803430355	EliAds_UCNews_ID					0.62	1	1	1	42			42	3			1	1	1	0.62	0.62	0.62	1381	0.44895	1302	39	0.015897	2.824041	39	0.015897	2.995392	0	0	2017-06-28	2017-06-28	00:29:06	1	1										
23842605475190355	EliAds_UCNews_ID_3					0				2			2			2							7	0	7	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	00:59:09	0	0	0	1	1	2	1	1	1	1		
23842559803430355	EliAds_UCNews_ID					1.48	1	2	2	114			114	9			1	2	2	1.48	0.74	0.74	3163	0.46791	2876	105	0.014095	3.319633	102	0.01451	3.546592	0	0	2017-06-28	2017-06-28	00:59:12	6	6										
23842605475190355	EliAds_UCNews_ID_3					0				4			4			4							16	0	16	0	0	0	0	0	0	0	0	2017-06-28	2017-06-28	01:29:11	0	0	0	2	1	3	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					2.8	2	3	3	229			229	30			2	3	3	1.4	0.933333	0.933333	6042	0.463423	5513	199	0.01407	3.293611	193	0.014508	3.500816	0	1	2017-06-28	2017-06-28	01:29:14	14	13										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			4							18	0	18	1	0	5.555556	1	0	5.555556	1	0	2017-06-28	2017-06-28	02:01:27	0	0	0	2	1	3	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					4.07	2	3	3	343			343	54			2	3	3	2.035	1.356667	1.356667	8499	0.47888	7604	289	0.014083	3.4004	276	0.014746	3.629669	0	2	2017-06-28	2017-06-28	02:01:34	25	21										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			4							21	0	21	1	0	4.761905	1	0	4.761905	1	0	2017-06-28	2017-06-28	02:29:25	0	0	0	2	1	3	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					5.14	5	8	8	415			415	70			5	6	6	1.028	0.6425	0.6425	10657	0.482312	9453	345	0.014899	3.237309	331	0.015529	3.501534	0	4	2017-06-28	2017-06-28	02:29:28	29	26										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			4							23	0	23	1	0	4.347826	1	0	4.347826	1	0	2017-06-28	2017-06-28	02:59:03	0	0	0	2	1	3	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					6.11	7	10	10	478			478	74			7	8	8	0.872857	0.611	0.611	13304	0.45926	11634	404	0.015124	3.036681	388	0.015747	3.335052	0	4	2017-06-28	2017-06-28	02:59:05	32	28										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			4							24	0	24	1	0	4.166667	1	0	4.166667	1	0	2017-06-28	2017-06-28	03:29:08	0	0	0	2	1	3	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					6.72	7	10	10	521			521	80			7	8	8	0.96	0.672	0.672	15107	0.444827	13067	441	0.015238	2.919177	425	0.015812	3.252468	0	4	2017-06-28	2017-06-28	03:29:11	34	28										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			4							25	0	25	1	0	4	1	0	4	1	0	2017-06-28	2017-06-28	03:59:09	0	0	0	2	1	3	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					7.28	7	10	10	546			546	81			7	8	8	1.04	0.728	0.728	16742	0.434835	14316	465	0.015656	2.777446	449	0.016214	3.136351	0	4	2017-06-28	2017-06-28	03:59:11	34	28										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			4							29	0	29	1	0	3.448276	1	0	3.448276	1	0	2017-06-28	2017-06-28	04:29:25	0	0	0	2	1	3	2	1	1	1		
