campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842605475190355	EliAds_UCNews_ID_3					0				4			4			4							33	0	33	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:29:34	0	0	0	2	1	4	2	1	1	1		
23842559803430355	EliAds_UCNews_ID					1.29				75			75	7									3134	0.411615	2966	68	0.018971	2.169751	68	0.018971	2.29265	0	1	2017-06-27	2017-06-27	00:29:37	1	1										
23842605475190355	EliAds_UCNews_ID_3					0				5			5			5							47	0	46	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	01:01:03	0	0	0	3	1	5	3	1	1	1		
23842559803430355	EliAds_UCNews_ID					3.63				258			258	21									9834	0.369128	8842	237	0.015316	2.410006	230	0.015783	2.601221	3	2	2017-06-27	2017-06-27	01:01:10	4	4										
23842605475190355	EliAds_UCNews_ID_3					0				7			7			7							63	0	62	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	01:29:04	0	0	0	5	3	7	5	3	3	3		
23842559803430355	EliAds_UCNews_ID					5.7	2	2	2	413			413	29			2	1	1	2.85	2.85	2.85	15326	0.371917	13548	384	0.014844	2.505546	371	0.015364	2.738412	3	3	2017-06-27	2017-06-27	01:29:07	12	8										
23842605475190355	EliAds_UCNews_ID_3					0				7			7			7							66	0	65	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	01:59:09	0	0	0	5	3	7	5	3	3	3		
23842559803430355	EliAds_UCNews_ID					7.39	6	9	9	552			552	38			6	6	6	1.231667	0.821111	0.821111	20125	0.367205	17397	514	0.014377	2.554037	497	0.014869	2.856814	3	3	2017-06-27	2017-06-27	01:59:12	14	8										
23842605475190355	EliAds_UCNews_ID_3					0				7			7			7							74	0	73	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	02:29:17	0	0	0	5	3	7	5	3	3	3		
23842559803430355	EliAds_UCNews_ID					8.81	8	9	9	637			637	44			8	6	6	1.10125	0.978889	0.978889	23862	0.369206	20198	593	0.014857	2.485123	571	0.015429	2.827013	3	3	2017-06-27	2017-06-27	02:29:19	14	8										
