campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched
23842602465710341	EliAds_and_SA_0614_test					25.35	39	2950	258	591			591	14			39	43	43	0.65	0.008593	0.098256	23153	1.094891	20418	577	0.043934	2.492118	555	0.045676	2.71819	13	6	2017-06-29	2017-06-29	00:28:48	459	459										
23842601900310341	EliAds_ios_ph_0613					0.01																	38	0.263158	25	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:28:48	11	1										
23842601519620341	EliAds_and_ph_0612					5.06	16	749	72	171	1	2	168	51			16	16	16	0.31625	0.006756	0.070278	5317	0.951664	5133	114	0.044386	2.144066	108	0.046852	2.104033	92	81	2017-06-29	2017-06-29	00:28:49	1871	1802										
23842588342520341	EliAds_and_SA_0525_1					47.66	62	3667	389	1308	1		1305	14			62	69	67	0.76871	0.012997	0.122519	75480	0.631426	62477	1290	0.036946	1.709062	1258	0.037886	2.013541	47	18	2017-06-29	2017-06-29	00:28:51	1209	1138										
23842602465710341	EliAds_and_SA_0614_test					27.41	42	3165	281	642			642	14			42	46	46	0.652619	0.00866	0.097544	24890	1.101245	21795	628	0.043646	2.523102	605	0.045306	2.775866	16	8	2017-06-29	2017-06-29	00:58:35	494	494										
23842601900310341	EliAds_ios_ph_0613					0.01																	38	0.263158	25	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:58:35	11	1										
23842601519620341	EliAds_and_ph_0612					5.13	16	828	76	174	1	2	171	53			16	16	16	0.320625	0.006196	0.0675	5391	0.951586	5189	115	0.044609	2.133185	109	0.047064	2.100597	94	82	2017-06-29	2017-06-29	00:58:35	1892	1824										
23842588342520341	EliAds_and_SA_0525_1					51.13	67	4200	438	1418	1		1415	14			67	75	73	0.763134	0.012174	0.116735	80472	0.635376	66159	1400	0.036521	1.739736	1365	0.037458	2.063211	53	20	2017-06-29	2017-06-29	00:58:36	1332	1213										
23842602465710341	EliAds_and_SA_0614_test					29.9	46	3421	314	698			698	15			46	50	50	0.65	0.00874	0.095223	26853	1.11347	23730	683	0.043777	2.543477	658	0.045441	2.772861	17	9	2017-06-29	2017-06-29	01:28:36	517	517										
23842601900310341	EliAds_ios_ph_0613					0.01																	38	0.263158	25	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	01:28:37	11	1										
23842601519620341	EliAds_and_ph_0612					5.22	18	951	87	179	1	2	176	53			18	18	18	0.29	0.005489	0.06	5461	0.955869	5252	120	0.0435	2.1974	114	0.045789	2.170602	98	85	2017-06-29	2017-06-29	01:28:37	1911	1841										
23842588342520341	EliAds_and_SA_0525_1					54.73	73	4616	479	1518	1		1514	15			73	81	79	0.749726	0.011857	0.114259	85785	0.63799	69794	1498	0.036535	1.746226	1458	0.037538	2.089005	55	22	2017-06-29	2017-06-29	01:28:38	1503	1404										
23842602465710341	EliAds_and_SA_0614_test					32.27	50	3811	355	754			754	16			50	55	55	0.6454	0.008468	0.090901	28794	1.12072	25170	738	0.043726	2.563034	710	0.045451	2.820818	20	13	2017-06-29	2017-06-29	01:58:34	557	557										
23842601900310341	EliAds_ios_ph_0613					0.01																	39	0.25641	26	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	01:58:34	11	1										
23842601519620341	EliAds_and_ph_0612					5.3	18	991	90	181	1	2	178	53			18	18	18	0.294444	0.005348	0.058889	5543	0.956161	5350	122	0.043443	2.200974	116	0.04569	2.168224	99	89	2017-06-29	2017-06-29	01:58:35	1940	1877										
23842588342520341	EliAds_and_SA_0525_1					58.36	77	5125	537	1629	1	1	1625	15			77	88	86	0.757922	0.011387	0.108678	91445	0.638198	73970	1608	0.036294	1.758434	1562	0.037362	2.111667	68	25	2017-06-29	2017-06-29	01:58:36	1689	1605										
23842602465710341	EliAds_and_SA_0614_test					34.59	57	4124	388	789			789	16			57	62	61	0.606842	0.008387	0.089149	30658	1.128254	26551	773	0.044748	2.521365	741	0.04668	2.790855	21	14	2017-06-29	2017-06-29	02:28:43	590	590										
23842601900310341	EliAds_ios_ph_0613					0.01																	39	0.25641	26	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	02:28:44	11	1										
23842601519620341	EliAds_and_ph_0612					5.34	18	1031	93	183	1	2	180	54			18	18	18	0.296667	0.005179	0.057419	5591	0.955106	5395	123	0.043415	2.199964	116	0.046034	2.150139	99	89	2017-06-29	2017-06-29	02:28:44	1949	1886										
23842588342520341	EliAds_and_SA_0525_1					61.95	85	5935	608	1713	1	1	1709	15			85	98	96	0.728824	0.010438	0.101891	96807	0.639933	78109	1692	0.036613	1.747807	1644	0.037682	2.104751	76	28	2017-06-29	2017-06-29	02:28:45	1926	1913										
23842602465710341	EliAds_and_SA_0614_test					36.69	59	4643	420	839			839	16			59	65	63	0.621864	0.007902	0.087357	32474	1.129827	28025	823	0.044581	2.534335	789	0.046502	2.815343	22	14	2017-06-29	2017-06-29	02:58:41	638	631										
23842601900310341	EliAds_ios_ph_0613					0.01																	39	0.25641	27	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	02:58:41	11	1										
