campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name
23842735532680616	EliAds_fb_FM_KR_3	23842743935040616	KR_MF_20170619_1341_iOS_KRMF5_pink_MB_Oi_flower_2			2.75				188			188			179							648	4.243827	636	9	0.305556	1.388889	9	0.305556	1.415094	9	7	2017-06-29	2017-06-29	00:14:58	308	299	0.024775	111	62	152	110	80	73	48			150	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842743933890616	KR_MF_20170619_1322_iOS_KRMF5_pink_MB_Oi_black_1			0.11				13			13			11							52	2.115385	51	2	0.055	3.846154	2	0.055	3.921569	2	2	2017-06-29	2017-06-29	00:14:59	33	32	0.0275	4	2	7	5	4	2	2			140	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842743018550616	KR_MF_170613_2120_iOS_KRMF5_twoMan_MB_Oi_Cim			0.09				6			6			6							21	4.285714	19	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:15:00	10	9	0.045	2	1	3	2	1	1	1			150	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842743017300616	KR_MF_170613_2120_iOS_KRMF5_magic_MB_Oi_Cim			0.46				42			42			42							128	3.59375	111	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:15:01	43	37	0.017037	27	22	42	28	23	22	16			130	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842743015910616	KR_MF_170613_2110_iOS_KRMF5_pink_MB_Oi_Cim			0.11				9			9			9							31	3.548387	24	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:15:01	9	7	0.036667	3	3	8	3	3	3	3			150	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842742931390616	KR_MF_170613_1446_iOS_insterest_rabbit_MB_Oi_Cim			7.14	2	10	7	540		1	540	2		430	2	2	2	3.57	0.714	1.02	1642	4.348356	1520	107	0.066729	6.516443	98	0.072857	6.447368	106	101	2017-06-29	2017-06-29	00:15:02	855	774	0.027782	257	188	421	328	271	189	145			150	IMPRESSIONS	APP_INSTALLS	10000	13	45				6003004027892;6003016637329;6003139342776;6003180202133;6003286859676;6004030160948;6004158316095	"Funny Videos;Viral video;Short film;Internet meme;comedy;Social media;YouTube"
23842735532680616	EliAds_fb_FM_KR_3	23842742120710616	KR_MF_170609_iOS_KRMF5_Kofu_MB_Oi_Cim			128.99	82	205	177	6792	1	1	6791	42		6437	82	86	86	1.573049	0.62922	0.728757	21235	6.074405	19308	310	0.416097	1.459854	300	0.429967	1.55376	193	106	2017-06-29	2017-06-29	00:15:05	3638	3227	0.042431	3040	3040	7714	4926	3763	2861	2634			130	IMPRESSIONS	APP_INSTALLS	15000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842742120380616	KR_MF_170609_1150_iOS_KRMF5_StreetFight_MB_Oi_Cim			0																	1	0	1	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:15:06	0	0											130	IMPRESSIONS	APP_INSTALLS	10000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842741198100616	KR_MF_170605_1240_interest_fatFaces_MB_Oi_Cim			0.11				9			9			9							45	2.444444	35	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:15:07	2	1	0.022	5	3	7	4	3	3	2			130	IMPRESSIONS	APP_INSTALLS	10000	13	45				6003004027892;6003016637329;6003180202133;6003582690707	"Funny Videos;Viral video;Internet meme;Humour"
23842735532680616	EliAds_fb_FM_KR_3	23842741006860616	KR_MF_170604_0755_iOS_KRMF5_fatFaces_MB_Oi_Cim			3.17	1	4	3	248			248	2		234	1	1	1	3.17	0.7925	1.056667	613	5.171289	597	12	0.264167	1.957586	12	0.264167	2.01005	12	11	2017-06-29	2017-06-29	00:15:08	4	4	0.025565	124	72	197	141	118	81	42			130	IMPRESSIONS	APP_INSTALLS	10000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842740897640616	KR_MF_170603_1648_KRMF5_CatGirl_MB_Oi_Cim			0.15				17			17			16							65	2.307692	47	1	0.15	1.538462	1	0.15	2.12766	0	0	2017-06-29	2017-06-29	00:15:08	2	2	0.0375	4	1	13	4	1	1				130	IMPRESSIONS	APP_INSTALLS	10000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842735532680616	EliAds_fb_FM_KR_3	23842740654200616	KR_MF_170602_1630_iOS_KRMF5_MB_Oi_Ci			39.79	31	88	72	2285	1	2	2285	31		2021	31	34	34	1.283548	0.452159	0.552639	10575	3.762648	9810	230	0.173	2.174941	224	0.177634	2.283384	196	185	2017-06-29	2017-06-29	00:15:10	2100	1907	0.050367	790	337	1186	736	570	339	267			175	APP_INSTALLS	APP_INSTALLS	20000	13	45		23842738702010616	"Lookalike (KR, 10%) - KRMF5"		
23842728373390616	EliAds_fb_FM_BR	23842738385600616	EliAds_BR_MF_70527_1830_Ll10BXMF1_AB_Oi_Ci			36.59	257	623	613	13134	9	6	13109	73		12295	261	260	260	0.142374	0.058732	0.05969	64491	0.567366	62559	726	0.050399	1.125738	704	0.051974	1.125338	593	328	2017-06-29	2017-06-29	00:15:11	3025	3025	0.00742	4931	2214	9195	5222	3547	2337	1735			50	APP_INSTALLS	APP_INSTALLS	4000	13	65		23842585449240762;23842585449260762	"Lookalike (BR, 6%) - BXMF1;Lookalike (BR, 6% to 10%) - BXMF1"		
23842719941570616	EliAds_fb_Male_RU_2	23842723491590616	EliAds_RU_M_70503_1105_io_AB_13-44_FI_Ll10RUM2d90_Oi_Ci			1.13	5	12	11	223			223	6		211	5	6	6	0.226	0.094167	0.102727	801	1.410737	787	6	0.188333	0.749064	6	0.188333	0.762389	1	0	2017-06-29	2017-06-29	00:15:26	3	3	0.01314	86	43	176	110	77	45	41			60	APP_INSTALLS	APP_INSTALLS	50000	13	44	1	23842720351380616	"Lookalike (RU, 10%) - RUM2d90"		
23842714897520616	EliAds_fb_Female_RU_2	23842721542510616	EliAds_RU_F_70501_0120_io_MB_13-44_FI_Ll10RUF2d90_Oi_Ci			4.79	15	40	34	700			700	13		652	15	17	17	0.319333	0.11975	0.140882	3625	1.321379	3582	35	0.136857	0.965517	35	0.136857	0.977108	1	1	2017-06-29	2017-06-29	00:15:28	33	33	0.04094	117	108	721	291	172	110	105			50	APP_INSTALLS	APP_INSTALLS	50000	13	44	2	23842705148760616	"Lookalike (RU, 10%) - RUF2d90"		
23842714897520616	EliAds_fb_Female_RU_2	23842720756160616	EliAds_RU_F_70429_0205_MB_Acc_13-44_FI_Interest_Oi_Ci			0				3			3			3							9	0	6	0	0	0	0	0	0	0	0	2017-06-29	2017-06-29	00:15:29	1	1				3	3						85	APP_INSTALLS	APP_INSTALLS	8500	13	54	2			6003004027892;6003016637329;6003163552515;6003286859676;6003582690707;6004030160948;6012627188055	"Funny Videos;Viral video;Laughter;comedy;Humour;Social media;Selfie"
23842719941570616	EliAds_fb_Male_RU_2	23842719953010616	EliAds_RU_M_70427_1900_MB_13-44_FI_Ll10RUM1d90_Oi_Ci			4.62	8	17	16	892		1	892	27		823	8	11	11	0.5775	0.271765	0.28875	2637	1.751991	2624	41	0.112683	1.554797	41	0.112683	1.5625	0	0	2017-06-29	2017-06-29	00:15:40	2	2	0.009185	503	217	750	573	482	263	185			75	APP_INSTALLS	APP_INSTALLS	100000	13	44	1	23842705126100616	"Lookalike (RU, 10%) - RUM1d90"		
23842719941570616	EliAds_fb_Male_RU_2	23842719941610616	EliAds_RU_M_70427_1900_io_MB_13-44_FI_Ll10RUM1d90_Oi_Ci			2.17	7	19	15	391			391	9		361	7	7	7	0.31	0.114211	0.144667	1349	1.608599	1281	21	0.103333	1.556709	20	0.1085	1.56128	3	3	2017-06-29	2017-06-29	00:15:40	19	19	0.014091	154	56	281	171	108	59	53			60	APP_INSTALLS	APP_INSTALLS	50000	13	44	1	23842705126100616	"Lookalike (RU, 10%) - RUM1d90"		
