campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	creative_id	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name	relevance_score
23842588342520341	EliAds_and_SA_0525_1	23842607100160341	SA_MF_20170622_1337_AB_Oi_CIM_samsungall_chat-1	23842607100170341	2017622_samsung_en_chat-1	5.88	10	698	78	128			128				10	11	11	0.588	0.008424	0.075385	8208	0.716374	7700	128	0.045938	1.559454	126	0.046667	1.636364	1	1	2017-06-27	2017-06-27	00:25:49	5	5											23842607104760341	0	IMPRESSIONS	APP_INSTALLS	1500	13	48						9
23842602465710341	EliAds_and_SA_0614_test	23842606422300341	SA_F_170621_1110_MB_Oi_CIM_25_34	23842606422280341	0621_test6_1_beauty	8.07	9	515	41	147	1		147	8			9	9	9	0.896667	0.01567	0.196829	6904	1.168888	6258	138	0.058478	1.998841	135	0.059778	2.157239	21	20	2017-06-27	2017-06-27	00:26:42	950	950											23842606426320341	120	IMPRESSIONS	APP_INSTALLS	30000	25	34	2					9
23842588342520341	EliAds_and_SA_0525_1	23842605432140341	SA_MF_20170619_2104_AB_Oi_CIM_samsungchange1_8	23842605432250341	samsungchange1_8	6.65	8	599	65	170			169	6			8	8	8	0.83125	0.011102	0.102308	7006	0.949186	6678	163	0.040798	2.326577	160	0.041563	2.395927	34	11	2017-06-27	2017-06-27	00:26:51	433	433											23842605432160341	0	IMPRESSIONS	APP_INSTALLS	2000	13	48						10
23842588342520341	EliAds_and_SA_0525_1	23842605430750341	SA_MF_20170619_2102_AB_Oi_CIM_samsungchange1_2	23842605430850341	samsungchange1_2	7.07	7	334	45	163			163				7	7	7	1.01	0.021168	0.157111	7092	0.996898	6880	163	0.043374	2.298364	162	0.043642	2.354651	0	0	2017-06-27	2017-06-27	00:26:52	0	0											23842605430760341	0	IMPRESSIONS	APP_INSTALLS	2000	13	48						10
23842601519620341	EliAds_and_ph_0612	23842604781670341	PH_and_MF_170618_1306_AB_Oi_CIM_OPPOA37	23842604781680341	0618_OPPOA371_3	4.31	15	1007	77	157		4	157	51			15	15	15	0.287333	0.00428	0.055974	4364	0.987626	4253	102	0.042255	2.337305	93	0.046344	2.186692	95	73	2017-06-27	2017-06-27	00:27:02	1538	1512											23842604782770341	0	IMPRESSIONS	APP_INSTALLS	1200	13	48						9
23842601900310341	EliAds_ios_ph_0613	23842604009530341	PH_ios_MF_170616_1825_MB_Oi_CIM	23842604009550341	0616_beauty	0.02																	2	10	2	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:27:09	0	0											23842604011800341	30	IMPRESSIONS	APP_INSTALLS	2000	15	46						
23842601900310341	EliAds_ios_ph_0613	23842604009530341	PH_ios_MF_170616_1825_MB_Oi_CIM	23842604009540341	0616_P6	0																	3	0	3	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:27:10	0	0											23842604011640341	30	IMPRESSIONS	APP_INSTALLS	2000	15	46						
23842601900310341	EliAds_ios_ph_0613	23842601900370341	PH_ios_MF_170612_1816_MB_Oi_CI	23842601900820341	0613_twogirl	0																	6	0	6	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:27:12	0	0											23842601913090341	35	APP_INSTALLS	APP_INSTALLS	4000	13	48						
23842601519620341	EliAds_and_ph_0612	23842602187960341	PH_and_F_170613_2115_MB_Oi_CIM_20_35_beauty2	23842602187980341	0613_P4	0.04				1			1										41	0.97561	41	1	0.04	2.439024	1	0.04	2.439024	1	1	2017-06-27	2017-06-27	00:27:27	1	1											23842602194440341	25	IMPRESSIONS	APP_INSTALLS	1500	20	35	2					
23842601900310341	EliAds_ios_ph_0613	23842602495910341	PH_ios_MF_170614_1350_MB_Oi_CIM	23842602495920341	0614_P6	0.01																	21	0.47619	21	0	0	0	0	0	0	0	0	2017-06-27	2017-06-27	00:27:29	0	0											23842602497170341	30	IMPRESSIONS	APP_INSTALLS	2000	15	46						
