campaign_id	campaign_name	adset_id	adset_name	ad_id	ad_name	spend	result	mobile_app_actions	mobile_app_start	page_engagement	post_share	post_comment	post_engagement	post_like	clicks_to_play_video	3_second_video_view	unique_result	unique_mobile_app_actions	unique_mobile_app_start	cost_per_result	cost_mobile_app_actions	cost_per_mobile_app_start	impressions	cpm	reach	inline_link_clicks	cpc_link	inline_link_click_ctr	unique_inline_link_clicks	cost_per_unique_inline_link_click	unique_inline_link_click_ctr	app_store_clicks	button_clicks	date_start	date_stop	request_time	social_impressions	social_reach	cost_per_10_sec_video_view	10_second_video_views	30_second_video_views	video_watches_at_p25	video_watches_at_p50	video_watches_at_p75	video_watches_at_p95	video_watches_at_p100	video_average_watch_time	video_average_percentage_watched	creative_id	bid_amount	bill_event	optimization_goal	daily_budget	age_min	age_max	gender	custom_audience_id	custom_audience_name	interest_id	interest_name	relevance_score
23842589465590762	EliAds_fb_FM_ID_bf	23842589754520762	ID_F_20170615_1020_MB_All_Oi_Cim_Colorful	23842589754510762	20170615_Colorful	0.68	2	4	4	203			203	34		160	2	2	2	0.34	0.17	0.17	1596	0.426065	1581	9	0.075556	0.56391	9	0.075556	0.56926	1	1	2017-06-28	2017-06-28	00:27:34	544	535	0.008293	82	32	145	106	75	35	27			23842589755850762	100	IMPRESSIONS	APP_INSTALLS	120000	13	24	2					5
23842591179420762	EliAds_fb_M_ID_TG_bf	23842592421890762	ID_M_20170627_1250_MB_LL10DT7m_Oi_Cim_glasses	23842592421900762	20170627_glasses	292.24	406	652	652	75829	12	39	75819	8013		66401	406	407	407	0.719803	0.448221	0.448221	360828	0.809915	351330	1354	0.215835	0.375248	1340	0.21809	0.381408	155	146	2017-06-28	2017-06-28	00:27:34	42568	39013	0.010011	29192	29192	103950	67165	51567	30624	27495			23842592423900762	120	IMPRESSIONS	APP_INSTALLS	300000	13	29	1	23842585438780762;23842585438800762	"Lookalike (ID, 6%) - DT7m;Lookalike (ID, 6% to 10%) - DT7m"			7
23842589465590762	EliAds_fb_FM_ID_bf	23842592421020762	ID_F_20170627_1245_MB_LL10DT8f_Oi_Cim_glasses	23842592421010762	20170627_glasses	286.3	553	902	902	73181	4	5	73160	7762		63687	549	547	547	0.517722	0.317406	0.317406	364221	0.786061	348102	1702	0.168214	0.467299	1684	0.170012	0.483766	338	237	2017-06-28	2017-06-28	00:27:35	45081	43203	0.009916	28872	28872	97680	64311	50169	30322	27213			23842592421690762	120	IMPRESSIONS	APP_INSTALLS	300000	13	29	2	23842585438810762;23842585438830762	"Lookalike (ID, 6%) - DT8f;Lookalike (ID, 6% to 10%) - DT8f"			8
23842589465590762	EliAds_fb_FM_ID_bf	23842592395450762	ID_F_20170627_1001_MB_All_Oi_Cim_glasses	23842592395440762	20170627_glasses	407.73	726	1199	1199	106910	19	13	106884	3846		100688	725	715	715	0.561612	0.340058	0.340058	466883	0.873302	432709	2318	0.175897	0.496484	2274	0.179301	0.525526	623	383	2017-06-28	2017-06-28	00:27:35	22249	19869	0.009273	43970	43970	164917	101750	73986	46180	41113			23842592396550762	120	IMPRESSIONS	APP_INSTALLS	300000	13	65	2					4
23842591179420762	EliAds_fb_M_ID_TG_bf	23842591489550762	ID_M_20170622_1954_MB_All_Oi_Cim_carf_comedy	23842591489700762	20170622_scarf_comedy	1130.02	1068	1832	1832	92416	42	97	92309	7683		78741	1067	1054	1054	1.058071	0.616823	0.616823	1273619	0.887251	1254678	5739	0.196902	0.450606	5486	0.205983	0.437244	3202	2483	2017-06-28	2017-06-28	00:27:36	250408	250408	0.028615	39491	29801	77570	52654	41469	31479	27270			23842591492420762	110	IMPRESSIONS	APP_INSTALLS	320000	13	40	1					5
23842589465590762	EliAds_fb_FM_ID_bf	23842591972450762	ID_MF_20170625_1640_MB_LL10DT7m8F_Oi_Cim_grepGril	23842591972440762	20170625_greyGirl	2114.74	2589	4227	4227	298342	96	268	298085	47477		237189	2573	2543	2543	0.816817	0.500293	0.500293	2574970	0.821268	2515332	13027	0.162335	0.505909	12384	0.170764	0.492341	4484	3998	2017-06-28	2017-06-28	00:27:37	863542	839993	0.015667	134978	90913	236525	169892	141811	96938	81777			23842591973470762	125	IMPRESSIONS	APP_INSTALLS	400000	13	34		23842585438780762;23842585438830762;23842585438810762;23842585438800762	"Lookalike (ID, 6%) - DT7m;Lookalike (ID, 6% to 10%) - DT8f;Lookalike (ID, 6%) - DT8f;Lookalike (ID, 6% to 10%) - DT7m"			6
23842589465590762	EliAds_fb_FM_ID_bf	23842589548260762	ID_F_20170614_1815_MB_All_Oi_Cim_Introduce	23842589588270762	20170614_Introduce	3.98	7	10	10	1089	1		1088	226		838	7	5	5	0.568571	0.398	0.398	11125	0.357753	11096	23	0.173043	0.206742	23	0.173043	0.207282	12	5	2017-06-28	2017-06-28	00:27:37	3134	3134	0.01	398	199	382	233	192	108	56			23842589588920762	90	IMPRESSIONS	APP_INSTALLS	120000	13	24	2					4
23842589465590762	EliAds_fb_FM_ID_bf	23842591696710762	ID_F_20170623_1640_MB_L10DT8f_Oi_Cim_free1GB	23842591696700762	20170623_free1Gb	4.76	4	6	6	570			570	95		458	4	4	4	1.19	0.793333	0.793333	5296	0.898792	5219	17	0.28	0.320997	17	0.28	0.325733	0	0	2017-06-28	2017-06-28	00:27:38	65	65	0.031733	150	42	164	78	47	38	37			23842591699490762	85	IMPRESSIONS	APP_INSTALLS	1000000	13	65		23842585438830762;23842585438810762;23842585438800762;23842585438780762	"Lookalike (ID, 6% to 10%) - DT8f;Lookalike (ID, 6%) - DT8f;Lookalike (ID, 6% to 10%) - DT7m;Lookalike (ID, 6%) - DT7m"			2
23842589465590762	EliAds_fb_FM_ID_bf	23842590438220762	ID_F_20170618_2012_MB_All_Oi_Cim_yGirlsDance	23842590438210762	20170618_ygirlDance	1.16				573			572	162		399							2614	0.443764	2592	11	0.105455	0.420811	11	0.105455	0.424383	2	2	2017-06-28	2017-06-28	00:27:39	1075	1063	0.004113	282	172	278	206	171	146	39			23842590438360762	85	IMPRESSIONS	APP_INSTALLS	300000	13	24	2					4
23842589465590762	EliAds_fb_FM_ID_bf	23842590920300762	ID_M_20170620_2130_MB_All_Oi_Cim_beauty	23842590920410762	20170620_beauty	0.44				97			97	10		81							496	0.887097	492	6	0.073333	1.209677	6	0.073333	1.219512	1	1	2017-06-28	2017-06-28	00:27:39	137	136	0.016923	26	26	89	54	41	28	25			23842590920320762	100	IMPRESSIONS	APP_INSTALLS	120000	13	35	1					
